record_id,protocol_id,scenario,variant,variant_status,training_seed,evaluation_episode_index,robot_count,training_episodes,validation_points,safety_envelope,control_step_s,fully_successful_episode,collision_episode,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,turning_per_m_rad_per_m,sharp_turn_count,min_rr_center_distance_m,min_rp_center_distance_m,intervention_ratio,mean_policy_inference_time_ms,p95_policy_inference_time_ms,active_conflict_edge_count_mean,possible_edge_count,edge_density_mean,checkpoint_sha256,source_commit,config_sha256
abl__mixed_complex__w/o_GAT__seed7__ep07,mixed_complex_component_ablation,mixed_complex,w/o GAT,existing_current_table7,7,7,4,100,20,ON,0.1,1,0,0,0,43.998471,47.390069,1.269983,21.3934,22.9467,0.9323,0.779716,0.749979,1,0.717038,0.824041,0.306199,0.7428,1.3501,2.3,12,0.191667,dca787af59dc702b52ed495bb98e04a6514aede0c2c75ca86d5e6d2a1568ad0d,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0
abl__mixed_complex__w/o_GAT__seed7__ep08,mixed_complex_component_ablation,mixed_complex,w/o GAT,existing_current_table7,7,8,4,100,20,ON,0.1,1,0,0,0,49.796474,50.871873,1.135288,21.6546,23.1823,0.9341,0.783643,0.709763,0,0.770755,0.822735,0.30041,0.745,1.6239,2.9,12,0.241667,dca787af59dc702b52ed495bb98e04a6514aede0c2c75ca86d5e6d2a1568ad0d,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0
abl__mixed_complex__w/o_GAT__seed7__ep09,mixed_complex_component_ablation,mixed_complex,w/o GAT,existing_current_table7,7,9,4,100,20,ON,0.1,1,0,0,0,49.122247,49.698104,0.98597,21.6913,22.9642,0.9446,0.801533,0.738157,0,0.79122,0.833862,0.294909,0.8633,1.6446,2.69,12,0.224167,dca787af59dc702b52ed495bb98e04a6514aede0c2c75ca86d5e6d2a1568ad0d,6ab462282254dde9da98b27b25c83d9d362b1a8c,0487b7ebc94623d8620b00d68767aad498ed167de2de213570c000cb5cd257f0
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed0__ep00,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,0,0,4,100,20,ON,0.1,1,0,0,0,47.878291,52.549156,1.147452,21.4121,23.0091,0.9306,0.80809,0.734603,0,0.761454,0.818429,0.273313,0.8347,1.3238,2.44,12,0.203333,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed0__ep01,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,0,1,4,100,20,ON,0.1,1,0,0,0,47.801578,52.425141,0.668487,21.3833,23.1342,0.9243,0.778069,0.723709,0,0.802085,0.83275,0.284917,0.8763,1.3252,2.02,12,0.168333,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed0__ep02,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,0,2,4,100,20,ON,0.1,1,0,0,0,47.526656,53.61187,1.165552,21.5833,22.9326,0.9412,0.771663,0.753847,1,0.884285,0.785285,0.292742,0.8962,1.6034,2.31,12,0.1925,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed0__ep03,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,0,3,4,100,20,ON,0.1,1,0,0,0,44.65431,53.432045,0.923678,21.4686,23.0527,0.9313,0.78012,0.696483,1,0.781491,0.79985,0.264363,0.7349,1.591,3.32,12,0.276667,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed0__ep04,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,0,4,4,100,20,ON,0.1,1,0,0,0,47.174927,51.921716,1.074388,21.4188,23.1777,0.9241,0.808931,0.690242,1,0.78808,0.783229,0.290722,0.7343,1.4214,1.99,12,0.165833,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed0__ep05,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,0,5,4,100,20,ON,0.1,1,0,0,0,48.814576,49.558215,1.193677,21.7214,23.1388,0.9387,0.782517,0.705963,1,0.808709,0.838339,0.287257,0.7792,1.3702,2.58,12,0.215,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed0__ep06,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,0,6,4,100,20,ON,0.1,1,0,0,0,50.50516,51.710128,1.134029,21.7893,22.9948,0.9476,0.787951,0.713727,1,0.906146,0.779241,0.287648,0.8799,1.6991,3.16,12,0.263333,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed0__ep07,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,0,7,4,100,20,ON,0.1,1,0,0,0,47.239928,53.762632,0.987743,21.515,23.0529,0.9333,0.799036,0.747413,1,0.784511,0.793262,0.270814,0.9107,1.5285,2.33,12,0.194167,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed0__ep08,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,0,8,4,100,20,ON,0.1,1,0,0,0,47.24167,52.529051,0.953287,21.6149,22.9902,0.9402,0.786348,0.69042,0,0.785709,0.78447,0.282142,0.9629,1.6019,2.62,12,0.218333,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed0__ep09,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,0,9,4,100,20,ON,0.1,1,0,0,0,45.380156,50.035199,1.123972,21.7418,23.0095,0.9449,0.803135,0.730427,1,0.792194,0.804706,0.27272,0.9041,1.6286,1.53,12,0.1275,4bbb4e133e532db090e4e34eeeee839c5571a38f3ae543e1fc03502947199c47,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed1__ep00,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,1,0,4,100,20,ON,0.1,1,0,0,0,49.513047,51.027536,0.569349,21.4608,22.9948,0.9333,0.785783,0.729189,1,0.79534,0.771899,0.295299,0.8835,1.5405,1.66,12,0.138333,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed1__ep01,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,1,1,4,100,20,ON,0.1,1,0,0,0,46.888716,49.627435,0.83089,21.455,23.1388,0.9272,0.787238,0.686125,1,0.79427,0.816534,0.306571,0.7546,1.5301,2,12,0.166667,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed1__ep02,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,1,2,4,100,20,ON,0.1,1,0,0,0,52.562414,53.158744,0.731471,21.2454,22.8845,0.9284,0.77913,0.72168,1,0.692178,0.825093,0.310014,0.8713,1.5042,3.43,12,0.285833,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed1__ep03,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,1,3,4,100,20,ON,0.1,1,0,0,0,48.879138,53.906383,0.808616,21.3516,23.1154,0.9237,0.770652,0.717859,2,0.817805,0.769612,0.311486,0.8722,1.6904,3.37,12,0.280833,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed1__ep04,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,1,4,4,100,20,ON,0.1,1,0,0,0,47.509645,49.307599,0.79225,21.5919,22.9467,0.941,0.781834,0.721362,1,0.787153,0.79915,0.30269,0.8522,1.475,1.6,12,0.133333,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed1__ep05,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,1,5,4,100,20,ON,0.1,1,0,0,0,48.19488,55.33942,0.653945,21.7611,23.1777,0.9389,0.791395,0.71171,0,0.766617,0.773655,0.284286,0.784,1.3676,2.23,12,0.185833,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed1__ep06,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,1,6,4,100,20,ON,0.1,1,0,0,0,47.822465,48.780982,0.627858,21.6583,23.1195,0.9368,0.778641,0.73784,1,0.776066,0.810791,0.308797,0.8704,1.3397,2.51,12,0.209167,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed1__ep07,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,1,7,4,100,20,ON,0.1,1,0,0,0,48.676892,49.439282,0.922154,21.5355,23.0527,0.9342,0.75489,0.681311,0,0.837502,0.774541,0.315403,0.9089,1.4152,2.37,12,0.1975,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed1__ep08,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,1,8,4,100,20,ON,0.1,1,0,0,0,47.948157,48.122411,0.780186,21.286,23.2011,0.9175,0.777556,0.690895,1,0.770568,0.835865,0.274937,0.8522,1.4602,2.69,12,0.224167,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed1__ep09,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,1,9,4,100,20,ON,0.1,1,0,0,0,48.104007,53.895347,0.802866,21.5329,23.0529,0.9341,0.7834,0.75131,0,0.768933,0.776796,0.328143,0.895,1.3713,1.6,12,0.133333,7d5f3b0062c9a4f2a27e2d76e1d4dd3fa296a75cc349a80c3064ed2ee996c748,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed2__ep00,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,2,0,4,100,20,ON,0.1,1,0,0,0,46.67518,50.80385,1.949947,21.6823,22.9323,0.9455,0.795294,0.700457,0,0.811565,0.767335,0.294569,0.9567,1.5411,2.64,12,0.22,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed2__ep01,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,2,1,4,100,20,ON,0.1,1,0,0,0,47.173075,50.166748,1.306567,21.4835,23.0576,0.9317,0.780809,0.754658,0,0.7907,0.784665,0.298145,0.7657,1.672,2.18,12,0.181667,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed2__ep02,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,2,2,4,100,20,ON,0.1,1,0,0,0,49.181131,49.697885,1.418548,21.4578,22.947,0.9351,0.796606,0.735169,1,0.887236,0.80717,0.331033,0.9832,1.526,2,12,0.166667,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed2__ep03,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,2,3,4,100,20,ON,0.1,1,0,0,0,48.609088,50.521865,1.52646,21.2518,23.1966,0.9162,0.801552,0.708576,1,0.882371,0.81139,0.276958,0.7518,1.3065,2.73,12,0.2275,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed2__ep04,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,2,4,4,100,20,ON,0.1,1,0,0,0,48.459764,50.231016,1.612915,21.2787,22.8654,0.9306,0.768236,0.71692,0,0.824436,0.782759,0.316281,0.8843,1.5202,2.9,12,0.241667,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed2__ep05,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,2,5,4,100,20,ON,0.1,1,0,0,0,49.429403,50.59906,1.006078,21.5007,23.1342,0.9294,0.781941,0.737186,1,0.814836,0.826452,0.288682,0.7857,1.3544,3.06,12,0.255,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed2__ep06,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,2,6,4,100,20,ON,0.1,1,0,0,0,43.813021,51.358335,1.356381,21.33,23.1823,0.9201,0.793628,0.729439,0,0.888136,0.767135,0.240385,0.8636,1.3705,1.91,12,0.159167,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed2__ep07,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,2,7,4,100,20,ON,0.1,1,0,0,0,47.883081,49.438167,1.074302,21.7123,22.9902,0.9444,0.802018,0.68956,1,0.894163,0.828422,0.313082,0.8413,1.4978,2.92,12,0.243333,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed2__ep08,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,2,8,4,100,20,ON,0.1,1,0,0,0,43.541273,50.717123,1.213947,21.7512,23.0529,0.9435,0.804641,0.701442,1,0.812968,0.826681,0.29245,0.968,1.3327,2.99,12,0.249167,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed2__ep09,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,2,9,4,100,20,ON,0.1,1,0,0,0,48.582242,52.288338,1.345095,21.4164,23.2401,0.9215,0.797154,0.73385,1,0.826384,0.774038,0.341118,0.8112,1.3498,3.31,12,0.275833,b17344d0d4096c9f7ee00e0374d2f12c616cba908d4b40562c3ee613efb97a81,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed3__ep00,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,3,0,4,100,20,ON,0.1,1,0,0,0,46.027982,49.617683,1.295415,21.4536,23.1823,0.9254,0.758758,0.727758,0,0.725503,0.776588,0.325952,0.9191,1.6671,2.27,12,0.189167,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed3__ep01,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,3,1,4,100,20,ON,0.1,1,0,0,0,47.474706,50.239507,1.363456,21.2735,22.9467,0.9271,0.778289,0.722977,1,0.736783,0.838108,0.337251,0.8701,1.3113,2.76,12,0.23,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed3__ep02,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,3,2,4,100,20,ON,0.1,1,0,0,0,45.580879,51.062177,1.161173,21.5587,23.1777,0.9302,0.763151,0.733151,0,0.766567,0.81458,0.33168,0.9525,1.4905,2.03,12,0.169167,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed3__ep03,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,3,3,4,100,20,ON,0.1,1,0,0,0,49.536403,53.949524,1.390315,21.5394,23.1388,0.9309,0.767079,0.697418,1,0.71667,0.825941,0.36209,0.8136,1.5659,1.86,12,0.155,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed3__ep04,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,3,4,4,100,20,ON,0.1,1,0,0,0,47.928343,49.657299,0.999786,21.5305,23.1342,0.9307,0.771752,0.734199,1,0.746634,0.806817,0.313433,0.9076,1.6812,2.37,12,0.1975,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed3__ep05,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,3,5,4,100,20,ON,0.1,1,0,0,0,46.47346,52.055872,1.127631,21.3594,23.0092,0.9283,0.794355,0.71537,0,0.78155,0.787567,0.321669,0.7726,1.6514,1.59,12,0.1325,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed3__ep06,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,3,6,4,100,20,ON,0.1,1,0,0,0,45.582908,52.078729,1.320364,21.5592,23.0719,0.9344,0.780351,0.703736,0,0.763849,0.765303,0.381552,0.7926,1.3307,1.82,12,0.151667,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed3__ep07,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,3,7,4,100,20,ON,0.1,1,0,0,0,49.67632,49.890056,1.243017,21.463,23.0573,0.9309,0.765639,0.708201,1,0.713889,0.813286,0.331238,0.7425,1.626,2.09,12,0.174167,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed3__ep08,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,3,8,4,100,20,ON,0.1,1,0,0,0,48.597523,50.715774,1.318736,21.2005,23.1151,0.9172,0.767737,0.693343,1,0.760337,0.778866,0.345648,0.9609,1.5155,2.35,12,0.195833,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed3__ep09,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,3,9,4,100,20,ON,0.1,1,0,0,0,49.597224,50.323897,1.301709,21.2803,23.0576,0.9229,0.785382,0.73685,1,0.739432,0.816094,0.296166,0.7644,1.6172,1.72,12,0.143333,957a40b6a296aadacf94e7d74394606ae283f6036b325611183881d51897ffc3,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed4__ep00,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,4,0,4,100,20,ON,0.1,1,0,0,0,50.027475,50.356446,0.898333,21.2493,23.0526,0.9218,0.797492,0.708105,1,0.731577,0.770944,0.308021,0.7909,1.4463,3.28,12,0.273333,277905a94725d44a5e7818afbf1e590387047d1dacfcc18db39d8febbbe791f9,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed4__ep01,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,4,1,4,100,20,ON,0.1,1,0,0,0,52.292104,50.336446,1.176042,21.5676,23.0529,0.9356,0.770672,0.691742,0,0.811072,0.774383,0.311124,0.8571,1.6807,2.02,12,0.168333,277905a94725d44a5e7818afbf1e590387047d1dacfcc18db39d8febbbe791f9,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed4__ep02,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,4,2,4,100,20,ON,0.1,1,0,0,0,45.605751,50.346446,1.0852,21.4977,22.9904,0.9351,0.78718,0.691662,1,0.751514,0.834812,0.344837,0.9352,1.4436,2.19,12,0.1825,277905a94725d44a5e7818afbf1e590387047d1dacfcc18db39d8febbbe791f9,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
abl__mixed_complex__fixed_reduced-term_reward_configuration__seed4__ep03,mixed_complex_component_ablation,mixed_complex,fixed reduced-term reward configuration,existing_current_table7,4,3,4,100,20,ON,0.1,1,0,0,0,49.183856,50.346446,0.793283,21.3101,23.0141,0.926,0.766544,0.753459,1,0.799616,0.812228,0.343265,0.9657,1.3375,3.2,12,0.266667,277905a94725d44a5e7818afbf1e590387047d1dacfcc18db39d8febbbe791f9,6ab462282254dde9da98b27b25c83d9d362b1a8c,b5c8bbd87e14f8b32c775f14b4d4eff170af33579522dcc3f08417b03602502f
