record_id,protocol_id,scenario,method,base_training_robot_count,evaluation_robot_count,zero_shot_variable_team_size,training_seed,evaluation_episode_index,safety_envelope,possible_directed_nonself_edge_count,active_conflict_edge_count_mean,active_conflict_edge_count_max,edge_density_mean,CPA_graph_build_time_mean_ms,GAT_message_passing_time_mean_ms,policy_inference_time_mean_ms,policy_inference_time_p95_ms,control_step_time_mean_ms,peak_GPU_memory_MB,real_time_factor,fully_successful_episode,collision_episode,near_miss_episode,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,min_rr_center_distance_m,episode_wall_time_s,checkpoint_sha256
scal__mixed_complex__Fully-connected_GAT__N4__seed0__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,0,1,ON,12,12,12,1,0.0927,0.2705,0.8451,1.5211,1.2,1200,0.95,1,0,0,49.58,57.02,0.733,21.3795,0.8542,54.5,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N4__seed0__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,0,2,ON,12,12,12,1,0.0858,0.2478,0.9684,1.7431,1.2,1200,0.95,1,0,0,45.25,52.03,0.742,21.4139,0.8334,49.8,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N4__seed0__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,0,3,ON,12,12,12,1,0.0729,0.2333,0.7733,1.3919,1.2,1200,0.95,1,0,0,49.05,56.41,1.2,21.7393,0.8449,54,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N4__seed0__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,0,4,ON,12,12,12,1,0.0798,0.2242,0.8206,1.4771,1.2,1200,0.95,1,0,0,54.39,62.55,0.84,21.6988,0.8392,59.8,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N4__seed0__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,0,5,ON,12,12,12,1,0.0747,0.2319,0.8973,1.6152,1.2,1200,0.95,1,0,0,52.17,59.99,1.043,21.4385,0.859,57.4,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N4__seed0__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,0,6,ON,12,12,12,1,0.0979,0.2958,0.7619,1.3714,1.2,1200,0.95,1,0,0,51.22,58.9,1.318,21.6923,0.85,56.3,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N4__seed0__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,0,7,ON,12,12,12,1,0.0829,0.262,0.8936,1.6084,1.2,1200,0.95,1,0,0,51.01,58.66,0.445,21.4262,0.8412,56.1,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N4__seed0__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,0,8,ON,12,12,12,1,0.0798,0.2485,0.8618,1.5513,1.2,1200,0.95,1,0,0,48.03,55.23,0.904,22.4603,0.8323,52.8,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N4__seed0__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,0,9,ON,12,12,12,1,0.0858,0.2288,0.732,1.3176,1.2,1200,0.95,1,0,0,50.4,57.96,1.464,21.9434,0.8465,55.4,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N4__seed1__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,1,0,ON,12,12,12,1,0.095,0.299,0.7192,1.2945,1.2,1200,0.95,1,0,0,54,62.1,1.085,22.5126,0.8405,59.4,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N4__seed1__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,1,1,ON,12,12,12,1,0.0727,0.2647,0.9187,1.6537,1.2,1200,0.95,1,0,0,43.08,49.55,0.8,21.612,0.8473,47.4,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N4__seed1__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,1,2,ON,12,12,12,1,0.0734,0.2631,0.9677,1.7418,1.2,1200,0.95,1,0,0,43.44,49.96,0.856,21.6269,0.846,47.8,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N4__seed1__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,1,3,ON,12,12,12,1,0.0889,0.2293,0.9204,1.6568,1.2,1200,0.95,1,0,0,44.58,51.26,0.851,20.7921,0.8401,49,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N4__seed1__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,1,4,ON,12,12,12,1,0.0846,0.2587,0.7668,1.3803,1.2,1200,0.95,1,0,0,50.01,57.51,1.488,21.897,0.8564,55,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N4__seed1__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,1,5,ON,12,12,12,1,0.0759,0.2781,0.8111,1.46,1.2,1200,0.95,1,0,0,50.97,58.61,1.425,21.5883,0.8605,56.1,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N4__seed1__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,1,6,ON,12,12,12,1,0.0946,0.2401,0.9517,1.7131,1.2,1200,0.95,1,0,0,43.77,50.33,0.775,21.7127,0.8259,48.1,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N4__seed1__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,1,7,ON,12,12,12,1,0.0716,0.2539,0.8425,1.5165,1.2,1200,0.95,1,0,0,54.36,62.51,0.989,21.4478,0.8536,59.8,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N4__seed1__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,1,8,ON,12,12,12,1,0.092,0.2607,0.8527,1.5349,1.2,1200,0.95,1,0,0,54.74,62.95,1.4,22.4491,0.8631,60.2,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N4__seed1__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,1,9,ON,12,12,12,1,0.0959,0.2491,0.9513,1.7124,1.2,1200,0.95,1,0,0,45.82,52.69,0.795,21.7076,0.837,50.4,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N4__seed2__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,2,0,ON,12,12,12,1,0.0834,0.291,0.7714,1.3886,1.2,1200,0.95,1,0,0,49.05,56.41,1.234,21.5026,0.8406,54,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N4__seed2__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,2,1,ON,12,12,12,1,0.0952,0.2466,0.8747,1.5744,1.2,1200,0.95,1,0,0,50.54,58.13,0.882,21.9193,0.8417,55.6,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N4__seed2__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,2,2,ON,12,12,12,1,0.0872,0.2866,0.7901,1.4221,1.2,1200,0.95,1,0,0,43.57,50.11,1.38,21.1637,0.8442,47.9,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N4__seed2__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,2,3,ON,12,12,12,1,0.0711,0.2581,0.9542,1.7176,1.2,1200,0.95,1,0,0,48.71,56.02,1.085,21.5316,0.8525,53.6,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N4__seed2__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,2,4,ON,12,12,12,1,0.0941,0.2254,0.7984,1.4371,1.2,1200,0.95,1,0,0,46.07,52.98,0.905,21.2308,0.8457,50.7,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N4__seed2__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,2,5,ON,12,12,12,1,0.0932,0.272,0.8675,1.5616,1.2,1200,0.95,1,0,0,54.47,62.64,0.402,21.4849,0.8449,59.9,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N4__seed2__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,2,6,ON,12,12,12,1,0.0901,0.2529,0.9332,1.6798,1.2,1200,0.95,1,0,0,43.49,50.01,0.478,21.1541,0.8536,47.8,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N4__seed2__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,2,7,ON,12,12,12,1,0.0979,0.2841,0.7207,1.2972,1.2,1200,0.95,1,0,0,43.99,50.59,0.963,21.242,0.8539,48.4,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N4__seed2__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,2,8,ON,12,12,12,1,0.0926,0.2822,0.8278,1.49,1.2,1200,0.95,1,0,0,44.61,51.3,0.44,20.838,0.8566,49.1,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N4__seed2__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,2,9,ON,12,12,12,1,0.0783,0.2301,0.7027,1.2649,1.2,1200,0.95,1,0,0,47.42,54.53,0.567,21.4638,0.8504,52.2,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N4__seed3__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,3,0,ON,12,12,12,1,0.0821,0.2563,0.7749,1.3949,1.2,1200,0.95,1,0,0,50.52,58.1,0.971,20.4366,0.844,55.6,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N4__seed3__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,3,1,ON,12,12,12,1,0.0811,0.2721,0.7846,1.4123,1.2,1200,0.95,1,0,0,45.18,51.96,0.888,21.51,0.8536,49.7,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N4__seed3__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,3,2,ON,12,12,12,1,0.0717,0.2512,0.9974,1.7953,1.2,1200,0.95,1,0,0,55.54,63.87,0.966,21.1371,0.8535,61.1,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N4__seed3__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,3,3,ON,12,12,12,1,0.0718,0.2411,0.9723,1.7502,1.2,1200,0.95,1,0,0,48.58,55.87,1.358,21.9174,0.8465,53.4,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N4__seed3__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,3,4,ON,12,12,12,1,0.0989,0.2528,0.9734,1.7521,1.2,1200,0.95,1,0,0,52.87,60.8,0.868,20.9676,0.822,58.2,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N4__seed3__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,3,5,ON,12,12,12,1,0.0841,0.2599,0.737,1.3267,1.2,1200,0.95,1,0,0,48.15,55.37,1.209,22.1366,0.8278,53,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N4__seed3__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,3,6,ON,12,12,12,1,0.0981,0.2597,0.867,1.5606,1.2,1200,0.95,1,0,0,49.64,57.08,1.446,21.7672,0.8409,54.6,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N4__seed3__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,3,7,ON,12,12,12,1,0.0744,0.2819,0.9724,1.7502,1.2,1200,0.95,1,0,0,46.03,52.93,0.797,21.1083,0.8301,50.6,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N4__seed3__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,3,8,ON,12,12,12,1,0.0943,0.2818,0.7571,1.3628,1.2,1200,0.95,1,0,0,48.58,55.87,0.501,21.0269,0.8315,53.4,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N4__seed3__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,3,9,ON,12,12,12,1,0.0917,0.2299,0.9008,1.6214,1.2,1200,0.95,1,0,0,51.52,59.25,1.376,21.4555,0.8477,56.7,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N4__seed4__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,4,0,ON,12,12,12,1,0.0827,0.2954,0.8838,1.5908,1.2,1200,0.95,1,0,0,48.83,56.15,1.185,21.8279,0.8378,53.7,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N4__seed4__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,4,1,ON,12,12,12,1,0.0895,0.2796,0.755,1.3591,1.2,1200,0.95,1,0,0,54.95,63.19,0.459,21.9099,0.8432,60.4,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N4__seed4__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,4,2,ON,12,12,12,1,0.0712,0.2258,0.9148,1.6467,1.2,1200,0.95,1,0,0,49.67,57.12,0.532,21.8643,0.8388,54.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N4__seed4__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,4,3,ON,12,12,12,1,0.0841,0.2668,0.9439,1.699,1.2,1200,0.95,1,0,0,44.2,50.83,1.02,21.9329,0.837,48.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N4__seed4__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,4,4,ON,12,12,12,1,0.0711,0.2615,0.75,1.3499,1.2,1200,0.95,1,0,0,44.97,51.72,0.918,21.0234,0.8666,49.5,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N4__seed4__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,4,5,ON,12,12,12,1,0.095,0.2355,0.7611,1.37,1.2,1200,0.95,1,0,0,44.59,51.28,0.781,21.1914,0.8382,49,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N4__seed4__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,4,6,ON,12,12,12,1,0.0905,0.2311,0.7281,1.3105,1.2,1200,0.95,1,0,0,49.25,56.63,1.357,21.505,0.8409,54.2,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N4__seed4__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,4,7,ON,12,12,12,1,0.0779,0.2348,0.8494,1.5289,1.2,1200,0.95,1,0,0,47.74,54.9,1.167,20.5165,0.8472,52.5,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N4__seed4__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,4,8,ON,12,12,12,1,0.0907,0.2729,0.7106,1.279,1.2,1200,0.95,1,0,0,45.71,52.57,0.979,21.6492,0.8577,50.3,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N4__seed4__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,4,9,ON,12,12,12,1,0.0895,0.2866,0.8056,1.4502,1.2,1200,0.95,1,0,0,47.21,54.29,0.573,21.5818,0.8613,51.9,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N4__seed5__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,5,0,ON,12,12,12,1,0.072,0.2336,0.9398,1.6917,1.2,1200,0.95,1,0,0,47.95,55.14,0.831,21.7326,0.8495,52.7,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N4__seed5__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,5,1,ON,12,12,12,1,0.0882,0.2941,0.7903,1.4225,1.2,1200,0.95,1,0,0,51.25,58.94,0.961,21.1386,0.8599,56.4,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N4__seed5__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,5,2,ON,12,12,12,1,0.078,0.2311,0.7002,1.2604,1.2,1200,0.95,1,0,0,53.26,61.25,0.971,21.6583,0.8562,58.6,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N4__seed5__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,5,3,ON,12,12,12,1,0.0827,0.2468,0.8751,1.5752,1.2,1200,0.95,1,0,0,48.38,55.63,0.895,21.2411,0.8519,53.2,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N4__seed5__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,5,4,ON,12,12,12,1,0.0962,0.2654,0.8581,1.5447,1.2,1200,0.95,1,0,0,49.37,56.78,1.247,21.6386,0.8307,54.3,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N4__seed5__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,5,5,ON,12,12,12,1,0.0851,0.2972,0.908,1.6344,1.2,1200,0.95,1,0,0,52.41,60.28,1.176,20.9606,0.8508,57.7,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N4__seed5__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,5,6,ON,12,12,12,1,0.0773,0.2596,0.9599,1.7278,1.2,1200,0.95,1,0,0,52.96,60.9,1.16,22.0313,0.8448,58.3,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N4__seed5__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,5,7,ON,12,12,12,1,0.0727,0.2232,0.9857,1.7742,1.2,1200,0.95,1,0,0,52.95,60.89,1.486,22.3452,0.8552,58.2,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N4__seed5__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,5,8,ON,12,12,12,1,0.0894,0.2888,0.9984,1.7971,1.2,1200,0.95,1,0,0,51.96,59.76,0.621,21.5452,0.858,57.2,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N4__seed5__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,5,9,ON,12,12,12,1,0.0793,0.2942,0.7313,1.3163,1.2,1200,0.95,1,0,0,53.55,61.58,1.107,21.9604,0.8611,58.9,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N4__seed6__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,6,0,ON,12,12,12,1,0.0761,0.2297,0.9061,1.631,1.2,1200,0.95,1,0,0,50.66,58.26,0.983,20.9851,0.8358,55.7,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N4__seed6__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,6,1,ON,12,12,12,1,0.0959,0.2754,0.8435,1.5183,1.2,1200,0.95,1,0,0,50.53,58.11,1.156,21.67,0.846,55.6,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N4__seed6__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,6,2,ON,12,12,12,1,0.0794,0.2967,0.8503,1.5305,1.2,1200,0.95,1,0,0,46.55,53.53,0.501,21.7645,0.8544,51.2,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N4__seed6__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,6,3,ON,12,12,12,1,0.085,0.2346,0.8577,1.5439,1.2,1200,0.95,1,0,0,47.75,54.91,0.425,21.7344,0.8478,52.5,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N4__seed6__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,6,4,ON,12,12,12,1,0.0951,0.2765,0.7542,1.3576,1.2,1200,0.95,1,0,0,55.92,64.31,0.825,21.4609,0.8502,61.5,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N4__seed6__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,6,5,ON,12,12,12,1,0.0802,0.2536,0.7637,1.3746,1.2,1200,0.95,1,0,0,51.99,59.78,0.423,22.0392,0.8466,57.2,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N4__seed6__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,6,6,ON,12,12,12,1,0.0845,0.2404,0.8626,1.5527,1.2,1200,0.95,1,0,0,47.98,55.18,0.68,21.4129,0.8494,52.8,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N4__seed6__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,6,7,ON,12,12,12,1,0.0932,0.2212,0.8671,1.5608,1.2,1200,0.95,1,0,0,49.79,57.26,0.725,21.1013,0.8365,54.8,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N4__seed6__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,6,8,ON,12,12,12,1,0.0758,0.2268,0.7976,1.4357,1.2,1200,0.95,1,0,0,49.97,57.46,1.427,20.8899,0.8278,55,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N4__seed6__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,6,9,ON,12,12,12,1,0.0707,0.2775,0.717,1.2906,1.2,1200,0.95,1,0,0,44.62,51.31,1.406,21.5064,0.8585,49.1,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N4__seed7__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,7,0,ON,12,12,12,1,0.0764,0.2392,0.7744,1.3939,1.2,1200,0.95,1,0,0,43.85,50.43,0.992,21.2846,0.8387,48.2,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N4__seed7__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,7,1,ON,12,12,12,1,0.094,0.2604,0.7526,1.3546,1.2,1200,0.95,1,0,0,50.41,57.97,1.402,21.4403,0.8605,55.5,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N4__seed7__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,7,2,ON,12,12,12,1,0.0935,0.2482,0.7847,1.4125,1.2,1200,0.95,1,0,0,47.33,54.43,1.355,21.5748,0.8296,52.1,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N4__seed7__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,4,1,7,3,ON,12,12,12,1,0.0917,0.2763,0.791,1.4238,1.2,1200,0.95,1,0,0,49.97,57.47,0.514,21.7557,0.8431,55,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
