record_id,protocol_id,scenario,controller,group_type,group_id,evaluation_episode_index,robot_count,safety_envelope,control_step_s,fully_successful_episode,successful_robots,collision_episode,collision_type,rr_near_miss_count,rp_near_miss_count,intervention_count,evaluated_command_count,intervention_ratio,mean_normalized_intervention_magnitude,episode_max_normalized_intervention_magnitude,average_completion_time_s,makespan_s,average_waiting_time_s,min_rr_center_distance_m,min_rp_center_distance_m,checkpoint_sha256,evaluation_seed_e,robot_random_seed,pedestrian_random_seed,draw_id
audit__dynamic_pedestrians__MAPPO__g5__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,5,4,4,ON,0.1,1,4,0,N/A,0,0,370,1364,0.271260997067449,0.151007,0.859305,30.2105,33.8358,1.7737,0.657021,0.912028,16bb3ca5765ef85894c0d249a7d137fba179a84e8f8926c4419573ffacb58c56,50104,50104150316,50104150413,draw_dynamic_pedestrians_MAPPO_g5_ep4
audit__dynamic_pedestrians__MAPPO__g5__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,5,5,4,ON,0.1,1,4,0,N/A,0,0,344,1316,0.261398176291793,0.138093,0.845915,32.0703,35.9188,1.6657,0.697118,0.862091,16bb3ca5765ef85894c0d249a7d137fba179a84e8f8926c4419573ffacb58c56,50105,50105150320,50105150417,draw_dynamic_pedestrians_MAPPO_g5_ep5
audit__dynamic_pedestrians__MAPPO__g5__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,5,6,4,ON,0.1,1,4,0,N/A,0,0,329,1290,0.255038759689923,0.14839,0.895443,31.0282,34.7516,1.9037,0.696102,0.837906,16bb3ca5765ef85894c0d249a7d137fba179a84e8f8926c4419573ffacb58c56,50106,50106150324,50106150421,draw_dynamic_pedestrians_MAPPO_g5_ep6
audit__dynamic_pedestrians__MAPPO__g5__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,5,7,4,ON,0.1,1,4,0,N/A,0,0,337,1198,0.281302170283806,0.138452,0.835311,33.881,37.9467,1.3194,0.681174,0.834047,16bb3ca5765ef85894c0d249a7d137fba179a84e8f8926c4419573ffacb58c56,50107,50107150328,50107150425,draw_dynamic_pedestrians_MAPPO_g5_ep7
audit__dynamic_pedestrians__MAPPO__g5__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,5,8,4,ON,0.1,1,4,0,N/A,0,0,357,1269,0.281323877068558,0.122602,0.836798,31.09,34.8208,1.9519,0.669599,0.88596,16bb3ca5765ef85894c0d249a7d137fba179a84e8f8926c4419573ffacb58c56,50108,50108150332,50108150429,draw_dynamic_pedestrians_MAPPO_g5_ep8
audit__dynamic_pedestrians__MAPPO__g5__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,5,9,4,ON,0.1,1,4,0,N/A,0,0,350,1378,0.253991291727141,0.141638,0.862684,33.078,37.0474,1.0842,0.697252,0.844214,16bb3ca5765ef85894c0d249a7d137fba179a84e8f8926c4419573ffacb58c56,50109,50109150336,50109150433,draw_dynamic_pedestrians_MAPPO_g5_ep9
audit__dynamic_pedestrians__MAPPO__g6__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,6,0,4,ON,0.1,1,4,0,N/A,0,0,349,1303,0.267843438219494,0.141428,0.849755,33.337,37.3375,1.5907,0.637366,0.896321,b56d990f86e127ab112ddac2fb337b251ae17f5ad76b8178586de0d9fb632c9d,60100,60100180300,60100180397,draw_dynamic_pedestrians_MAPPO_g6_ep0
audit__dynamic_pedestrians__MAPPO__g6__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,6,1,4,ON,0.1,1,4,0,N/A,0,0,353,1263,0.279493269992082,0.14306,0.863264,34.8171,38.9951,1.7066,0.634186,0.818279,b56d990f86e127ab112ddac2fb337b251ae17f5ad76b8178586de0d9fb632c9d,60101,60101180304,60101180401,draw_dynamic_pedestrians_MAPPO_g6_ep1
audit__dynamic_pedestrians__MAPPO__g6__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,6,2,4,ON,0.1,1,4,0,N/A,0,0,346,1259,0.274821286735504,0.136372,0.860863,33.025,36.988,1.2556,0.700499,0.852453,b56d990f86e127ab112ddac2fb337b251ae17f5ad76b8178586de0d9fb632c9d,60102,60102180308,60102180405,draw_dynamic_pedestrians_MAPPO_g6_ep2
audit__dynamic_pedestrians__MAPPO__g6__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,6,3,4,ON,0.1,1,4,0,N/A,0,0,350,1335,0.262172284644195,0.139738,0.861268,32.3689,36.2532,1.9564,0.693379,0.821516,b56d990f86e127ab112ddac2fb337b251ae17f5ad76b8178586de0d9fb632c9d,60103,60103180312,60103180409,draw_dynamic_pedestrians_MAPPO_g6_ep3
audit__dynamic_pedestrians__MAPPO__g6__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,6,4,4,ON,0.1,1,4,0,N/A,0,0,348,1340,0.259701492537313,0.144761,0.840592,30.0705,33.679,1.9557,0.708387,0.825104,b56d990f86e127ab112ddac2fb337b251ae17f5ad76b8178586de0d9fb632c9d,60104,60104180316,60104180413,draw_dynamic_pedestrians_MAPPO_g6_ep4
audit__dynamic_pedestrians__MAPPO__g6__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,6,5,4,ON,0.1,1,4,0,N/A,0,0,359,1372,0.261661807580175,0.137805,0.884606,34.9804,39.1781,2.0317,0.663463,0.895958,b56d990f86e127ab112ddac2fb337b251ae17f5ad76b8178586de0d9fb632c9d,60105,60105180320,60105180417,draw_dynamic_pedestrians_MAPPO_g6_ep5
audit__dynamic_pedestrians__MAPPO__g6__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,6,6,4,ON,0.1,1,4,0,N/A,0,0,356,1400,0.254285714285714,0.140481,0.834835,31.9804,35.818,1.1012,0.709491,0.910239,b56d990f86e127ab112ddac2fb337b251ae17f5ad76b8178586de0d9fb632c9d,60106,60106180324,60106180421,draw_dynamic_pedestrians_MAPPO_g6_ep6
audit__dynamic_pedestrians__MAPPO__g6__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,6,7,4,ON,0.1,1,4,0,N/A,0,0,362,1281,0.282591725214676,0.141608,0.851838,31.6355,35.4318,1.4032,0.656626,0.85672,b56d990f86e127ab112ddac2fb337b251ae17f5ad76b8178586de0d9fb632c9d,60107,60107180328,60107180425,draw_dynamic_pedestrians_MAPPO_g6_ep7
audit__dynamic_pedestrians__MAPPO__g6__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,6,8,4,ON,0.1,1,4,0,N/A,0,0,346,1308,0.264525993883792,0.136909,0.832235,32.6806,36.6022,1.9993,0.684495,0.885718,b56d990f86e127ab112ddac2fb337b251ae17f5ad76b8178586de0d9fb632c9d,60108,60108180332,60108180429,draw_dynamic_pedestrians_MAPPO_g6_ep8
audit__dynamic_pedestrians__MAPPO__g6__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,6,9,4,ON,0.1,1,4,0,N/A,0,0,361,1388,0.260086455331412,0.141517,0.840743,30.5941,34.2654,1.4791,0.667704,0.831168,b56d990f86e127ab112ddac2fb337b251ae17f5ad76b8178586de0d9fb632c9d,60109,60109180336,60109180433,draw_dynamic_pedestrians_MAPPO_g6_ep9
audit__dynamic_pedestrians__MAPPO__g7__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,7,0,4,ON,0.1,1,4,0,N/A,0,0,353,1425,0.247719298245614,0.151128,0.867488,32.9651,36.9209,2.4647,0.697951,0.858867,4607c21b2eb4a7a8f399ce755480a47d973b10f48a6daa24eba74568f388c86d,70100,70100210300,70100210397,draw_dynamic_pedestrians_MAPPO_g7_ep0
audit__dynamic_pedestrians__MAPPO__g7__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,7,1,4,ON,0.1,1,4,0,N/A,0,0,324,1113,0.291105121293801,0.128216,0.847152,32.9752,36.9323,1.9919,0.647119,0.901559,4607c21b2eb4a7a8f399ce755480a47d973b10f48a6daa24eba74568f388c86d,70101,70101210304,70101210401,draw_dynamic_pedestrians_MAPPO_g7_ep1
audit__dynamic_pedestrians__MAPPO__g7__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,7,2,4,ON,0.1,1,4,0,N/A,0,0,348,1278,0.272300469483568,0.132445,0.857979,31.4422,35.2153,2.1823,0.682198,0.842711,4607c21b2eb4a7a8f399ce755480a47d973b10f48a6daa24eba74568f388c86d,70102,70102210308,70102210405,draw_dynamic_pedestrians_MAPPO_g7_ep2
audit__dynamic_pedestrians__MAPPO__g7__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,7,3,4,ON,0.1,1,4,0,N/A,0,0,324,1216,0.266447368421053,0.131911,0.873187,33.5517,37.5779,1.7055,0.668162,0.913442,4607c21b2eb4a7a8f399ce755480a47d973b10f48a6daa24eba74568f388c86d,70103,70103210312,70103210409,draw_dynamic_pedestrians_MAPPO_g7_ep3
audit__dynamic_pedestrians__MAPPO__g7__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,7,4,4,ON,0.1,1,4,0,N/A,0,0,311,1170,0.265811965811966,0.150599,0.849937,31.5935,35.3848,2.4234,0.650764,0.844868,4607c21b2eb4a7a8f399ce755480a47d973b10f48a6daa24eba74568f388c86d,70104,70104210316,70104210413,draw_dynamic_pedestrians_MAPPO_g7_ep4
audit__dynamic_pedestrians__MAPPO__g7__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,7,5,4,ON,0.1,1,4,0,N/A,0,0,332,1091,0.304307974335472,0.135209,0.862942,30.2453,33.8747,1.8889,0.643792,0.875801,4607c21b2eb4a7a8f399ce755480a47d973b10f48a6daa24eba74568f388c86d,70105,70105210320,70105210417,draw_dynamic_pedestrians_MAPPO_g7_ep5
audit__dynamic_pedestrians__MAPPO__g7__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,7,6,4,ON,0.1,1,4,0,N/A,0,0,318,1133,0.280670785525155,0.154127,0.851932,30.8849,34.5911,1.118,0.697607,0.895037,4607c21b2eb4a7a8f399ce755480a47d973b10f48a6daa24eba74568f388c86d,70106,70106210324,70106210421,draw_dynamic_pedestrians_MAPPO_g7_ep6
audit__dynamic_pedestrians__MAPPO__g7__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,7,7,4,ON,0.1,1,4,0,N/A,0,0,365,1346,0.271173848439822,0.143239,0.825144,33.9229,37.9936,1.0553,0.633264,0.843884,4607c21b2eb4a7a8f399ce755480a47d973b10f48a6daa24eba74568f388c86d,70107,70107210328,70107210425,draw_dynamic_pedestrians_MAPPO_g7_ep7
audit__dynamic_pedestrians__MAPPO__g7__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,7,8,4,ON,0.1,1,4,0,N/A,0,0,355,1388,0.255763688760807,0.147559,0.836493,33.8001,37.8561,2.1377,0.638464,0.876556,4607c21b2eb4a7a8f399ce755480a47d973b10f48a6daa24eba74568f388c86d,70108,70108210332,70108210429,draw_dynamic_pedestrians_MAPPO_g7_ep8
audit__dynamic_pedestrians__MAPPO__g7__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,MAPPO,training_checkpoint,7,9,4,ON,0.1,1,4,0,N/A,0,0,353,1353,0.26090169992609,0.14947,0.847745,33.2555,37.2462,2.2882,0.698508,0.873799,4607c21b2eb4a7a8f399ce755480a47d973b10f48a6daa24eba74568f388c86d,70109,70109210336,70109210433,draw_dynamic_pedestrians_MAPPO_g7_ep9
audit__mixed_complex__MAPPO__g0__ep00,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,0,0,4,ON,0.1,1,4,0,N/A,0,0,572,1869,0.306046013911183,0.170737,0.83939,30.9452,34.6586,2.0777,0.638964,0.917005,0ca502417fc7ce8cc715ac05c7cd72fcb2ab4cb604afa783f55aae11b03dfdbc,200,200000600,200000697,draw_mixed_complex_MAPPO_g0_ep0
audit__mixed_complex__MAPPO__g0__ep01,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,0,1,4,ON,0.1,1,4,0,N/A,0,0,660,2082,0.31700288184438,0.165327,0.838574,33.3143,37.312,2.4051,0.640651,0.911187,0ca502417fc7ce8cc715ac05c7cd72fcb2ab4cb604afa783f55aae11b03dfdbc,201,201000604,201000701,draw_mixed_complex_MAPPO_g0_ep1
audit__mixed_complex__MAPPO__g0__ep02,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,0,2,4,ON,0.1,1,4,0,N/A,0,0,670,2196,0.305100182149363,0.140229,0.84146,31.2181,34.9643,1.2302,0.660245,0.892742,0ca502417fc7ce8cc715ac05c7cd72fcb2ab4cb604afa783f55aae11b03dfdbc,202,202000608,202000705,draw_mixed_complex_MAPPO_g0_ep2
audit__mixed_complex__MAPPO__g0__ep03,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,0,3,4,ON,0.1,1,4,0,N/A,0,0,577,1937,0.297883324728962,0.162723,0.843788,30.8919,34.5989,1.4097,0.675844,0.842821,0ca502417fc7ce8cc715ac05c7cd72fcb2ab4cb604afa783f55aae11b03dfdbc,203,203000612,203000709,draw_mixed_complex_MAPPO_g0_ep3
audit__mixed_complex__MAPPO__g0__ep04,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,0,4,4,ON,0.1,1,4,0,N/A,0,0,619,1884,0.328556263269639,0.174997,0.843209,31.4565,35.2313,1.1455,0.65566,0.810017,0ca502417fc7ce8cc715ac05c7cd72fcb2ab4cb604afa783f55aae11b03dfdbc,204,204000616,204000713,draw_mixed_complex_MAPPO_g0_ep4
audit__mixed_complex__MAPPO__g0__ep05,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,0,5,4,ON,0.1,1,4,0,N/A,0,0,627,2098,0.298856053384175,0.156897,0.818037,30.7664,34.4584,1.6239,0.704811,0.891153,0ca502417fc7ce8cc715ac05c7cd72fcb2ab4cb604afa783f55aae11b03dfdbc,205,205000620,205000717,draw_mixed_complex_MAPPO_g0_ep5
audit__mixed_complex__MAPPO__g0__ep06,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,0,6,4,ON,0.1,1,4,0,N/A,0,0,689,2352,0.292942176870748,0.148879,0.862602,34.1736,38.2745,2.2431,0.67268,0.899188,0ca502417fc7ce8cc715ac05c7cd72fcb2ab4cb604afa783f55aae11b03dfdbc,206,206000624,206000721,draw_mixed_complex_MAPPO_g0_ep6
audit__mixed_complex__MAPPO__g0__ep07,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,0,7,4,ON,0.1,1,4,0,N/A,0,0,583,1748,0.333524027459954,0.170627,0.843469,31.8305,35.6502,2.1842,0.668023,0.890089,0ca502417fc7ce8cc715ac05c7cd72fcb2ab4cb604afa783f55aae11b03dfdbc,207,207000628,207000725,draw_mixed_complex_MAPPO_g0_ep7
audit__mixed_complex__MAPPO__g0__ep08,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,0,8,4,ON,0.1,1,4,0,N/A,0,0,614,2091,0.293639406982305,0.151529,0.827771,30.516,34.1779,2.2885,0.679687,0.817216,0ca502417fc7ce8cc715ac05c7cd72fcb2ab4cb604afa783f55aae11b03dfdbc,208,208000632,208000729,draw_mixed_complex_MAPPO_g0_ep8
audit__mixed_complex__MAPPO__g0__ep09,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,0,9,4,ON,0.1,1,4,0,N/A,0,0,623,1885,0.330503978779841,0.174201,0.863963,32.9327,36.8847,2.3263,0.66057,0.909525,0ca502417fc7ce8cc715ac05c7cd72fcb2ab4cb604afa783f55aae11b03dfdbc,209,209000636,209000733,draw_mixed_complex_MAPPO_g0_ep9
audit__mixed_complex__MAPPO__g1__ep00,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,1,0,4,ON,0.1,1,4,0,N/A,0,0,611,1852,0.329913606911447,0.159751,0.840157,34.8971,39.0848,2.2573,0.6883,0.833663,9bb98e4f7d842e98fa4b512044747bc0b4c47124b2236f646416b2580d4dfee9,10200,10200030600,10200030697,draw_mixed_complex_MAPPO_g1_ep0
audit__mixed_complex__MAPPO__g1__ep01,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,1,1,4,ON,0.1,1,4,0,N/A,0,0,618,1805,0.342382271468144,0.16389,0.84456,32.0881,35.9387,1.814,0.706373,0.899434,9bb98e4f7d842e98fa4b512044747bc0b4c47124b2236f646416b2580d4dfee9,10201,10201030604,10201030701,draw_mixed_complex_MAPPO_g1_ep1
audit__mixed_complex__MAPPO__g1__ep02,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,1,2,4,ON,0.1,1,4,0,N/A,0,0,582,1912,0.304393305439331,0.159093,0.855055,34.8839,39.0699,1.1031,0.688509,0.844807,9bb98e4f7d842e98fa4b512044747bc0b4c47124b2236f646416b2580d4dfee9,10202,10202030608,10202030705,draw_mixed_complex_MAPPO_g1_ep2
audit__mixed_complex__MAPPO__g1__ep03,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,1,3,4,ON,0.1,1,4,0,N/A,0,0,600,2016,0.297619047619048,0.160657,0.826042,33.4441,37.4574,1.8383,0.65332,0.837642,9bb98e4f7d842e98fa4b512044747bc0b4c47124b2236f646416b2580d4dfee9,10203,10203030612,10203030709,draw_mixed_complex_MAPPO_g1_ep3
audit__mixed_complex__MAPPO__g1__ep04,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,1,4,4,ON,0.1,1,4,0,N/A,0,0,628,2076,0.302504816955684,0.168754,0.853129,31.5032,35.2836,1.6497,0.697997,0.860886,9bb98e4f7d842e98fa4b512044747bc0b4c47124b2236f646416b2580d4dfee9,10204,10204030616,10204030713,draw_mixed_complex_MAPPO_g1_ep4
audit__mixed_complex__MAPPO__g1__ep05,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,1,5,4,ON,0.1,1,4,0,N/A,0,0,575,1844,0.311822125813449,0.166807,0.817085,34.5681,38.7162,1.466,0.672812,0.889007,9bb98e4f7d842e98fa4b512044747bc0b4c47124b2236f646416b2580d4dfee9,10205,10205030620,10205030717,draw_mixed_complex_MAPPO_g1_ep5
audit__mixed_complex__MAPPO__g1__ep06,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,1,6,4,ON,0.1,1,4,0,N/A,0,0,623,1877,0.3319126265317,0.163795,0.840835,31.082,34.8118,1.6174,0.661913,0.866807,9bb98e4f7d842e98fa4b512044747bc0b4c47124b2236f646416b2580d4dfee9,10206,10206030624,10206030721,draw_mixed_complex_MAPPO_g1_ep6
audit__mixed_complex__MAPPO__g1__ep07,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,1,7,4,ON,0.1,1,4,0,N/A,0,0,625,2036,0.306974459724951,0.147684,0.828243,33.7205,37.7669,2.0881,0.683403,0.838287,9bb98e4f7d842e98fa4b512044747bc0b4c47124b2236f646416b2580d4dfee9,10207,10207030628,10207030725,draw_mixed_complex_MAPPO_g1_ep7
audit__mixed_complex__MAPPO__g1__ep08,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,1,8,4,ON,0.1,1,4,0,N/A,0,0,593,1895,0.312928759894459,0.159894,0.854692,30.1767,33.7979,1.0547,0.651157,0.859839,9bb98e4f7d842e98fa4b512044747bc0b4c47124b2236f646416b2580d4dfee9,10208,10208030632,10208030729,draw_mixed_complex_MAPPO_g1_ep8
audit__mixed_complex__MAPPO__g1__ep09,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,1,9,4,ON,0.1,1,4,0,N/A,0,0,622,1948,0.319301848049281,0.154623,0.847147,31.0616,34.789,1.0079,0.701614,0.906247,9bb98e4f7d842e98fa4b512044747bc0b4c47124b2236f646416b2580d4dfee9,10209,10209030636,10209030733,draw_mixed_complex_MAPPO_g1_ep9
audit__mixed_complex__MAPPO__g2__ep00,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,2,0,4,ON,0.1,1,4,0,N/A,0,0,626,1948,0.32135523613963,0.138996,0.888042,32.1765,36.0376,1.9857,0.706267,0.81418,37a60b6c598a8fb52ef0630130a0ff25612e37a333346153c086f87037cb7f26,20200,20200060600,20200060697,draw_mixed_complex_MAPPO_g2_ep0
audit__mixed_complex__MAPPO__g2__ep01,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,2,1,4,ON,0.1,1,4,0,N/A,0,0,560,1954,0.286591606960082,0.152223,0.812101,32.65,36.568,1.1625,0.707069,0.84721,37a60b6c598a8fb52ef0630130a0ff25612e37a333346153c086f87037cb7f26,20201,20201060604,20201060701,draw_mixed_complex_MAPPO_g2_ep1
audit__mixed_complex__MAPPO__g2__ep02,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,2,2,4,ON,0.1,1,4,0,N/A,0,0,611,1875,0.325866666666667,0.165927,0.837881,34.3932,38.5203,1.7001,0.688139,0.874983,37a60b6c598a8fb52ef0630130a0ff25612e37a333346153c086f87037cb7f26,20202,20202060608,20202060705,draw_mixed_complex_MAPPO_g2_ep2
audit__mixed_complex__MAPPO__g2__ep03,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,2,3,4,ON,0.1,1,4,0,N/A,0,0,649,1960,0.331122448979592,0.169513,0.830374,31.2083,34.9533,2.0409,0.641194,0.897072,37a60b6c598a8fb52ef0630130a0ff25612e37a333346153c086f87037cb7f26,20203,20203060612,20203060709,draw_mixed_complex_MAPPO_g2_ep3
audit__mixed_complex__MAPPO__g2__ep04,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,2,4,4,ON,0.1,1,4,0,N/A,0,0,605,1900,0.318421052631579,0.158055,0.84848,31.8863,35.7126,1.3391,0.637834,0.845991,37a60b6c598a8fb52ef0630130a0ff25612e37a333346153c086f87037cb7f26,20204,20204060616,20204060713,draw_mixed_complex_MAPPO_g2_ep4
audit__mixed_complex__MAPPO__g2__ep05,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,2,5,4,ON,0.1,1,4,0,N/A,0,0,655,1882,0.348034006376196,0.152094,0.839552,33.5778,37.6072,2.0848,0.68365,0.874117,37a60b6c598a8fb52ef0630130a0ff25612e37a333346153c086f87037cb7f26,20205,20205060620,20205060717,draw_mixed_complex_MAPPO_g2_ep5
audit__mixed_complex__MAPPO__g2__ep06,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,2,6,4,ON,0.1,1,4,0,N/A,0,0,595,1944,0.306069958847737,0.172692,0.825378,33.524,37.5469,2.332,0.670465,0.834276,37a60b6c598a8fb52ef0630130a0ff25612e37a333346153c086f87037cb7f26,20206,20206060624,20206060721,draw_mixed_complex_MAPPO_g2_ep6
audit__mixed_complex__MAPPO__g2__ep07,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,2,7,4,ON,0.1,1,4,0,N/A,0,0,621,2026,0.306515301085883,0.17027,0.859131,31.4216,35.1921,2.4516,0.65652,0.822898,37a60b6c598a8fb52ef0630130a0ff25612e37a333346153c086f87037cb7f26,20207,20207060628,20207060725,draw_mixed_complex_MAPPO_g2_ep7
audit__mixed_complex__MAPPO__g2__ep08,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,2,8,4,ON,0.1,1,4,0,N/A,0,0,650,1784,0.364349775784753,0.17154,0.826748,31.4913,35.2703,1.736,0.64095,0.914726,37a60b6c598a8fb52ef0630130a0ff25612e37a333346153c086f87037cb7f26,20208,20208060632,20208060729,draw_mixed_complex_MAPPO_g2_ep8
audit__mixed_complex__MAPPO__g2__ep09,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,2,9,4,ON,0.1,1,4,0,N/A,0,0,559,1781,0.313868613138686,0.173256,0.833375,34.8529,39.0353,1.5659,0.667095,0.800077,37a60b6c598a8fb52ef0630130a0ff25612e37a333346153c086f87037cb7f26,20209,20209060636,20209060733,draw_mixed_complex_MAPPO_g2_ep9
audit__mixed_complex__MAPPO__g3__ep00,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,3,0,4,ON,0.1,1,4,0,N/A,0,0,588,1932,0.304347826086956,0.166322,0.843607,34.6215,38.7761,1.0305,0.641071,0.866829,c45a8e9f7fbaccddb1f1ca519e29fef66b0e7446efa6c7104be796e719d0f8ce,30200,30200090600,30200090697,draw_mixed_complex_MAPPO_g3_ep0
audit__mixed_complex__MAPPO__g3__ep01,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,3,1,4,ON,0.1,1,4,0,N/A,0,0,600,1980,0.303030303030303,0.173377,0.834168,33.4826,37.5005,1.0606,0.677305,0.918468,c45a8e9f7fbaccddb1f1ca519e29fef66b0e7446efa6c7104be796e719d0f8ce,30201,30201090604,30201090701,draw_mixed_complex_MAPPO_g3_ep1
audit__mixed_complex__MAPPO__g3__ep02,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,3,2,4,ON,0.1,1,4,0,N/A,0,0,604,1757,0.343767785998862,0.15833,0.839442,31.1857,34.9279,2.3374,0.674883,0.859466,c45a8e9f7fbaccddb1f1ca519e29fef66b0e7446efa6c7104be796e719d0f8ce,30202,30202090608,30202090705,draw_mixed_complex_MAPPO_g3_ep2
audit__mixed_complex__MAPPO__g3__ep03,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,3,3,4,ON,0.1,1,4,0,N/A,0,0,601,1801,0.333703498056635,0.159257,0.845188,34.0035,38.0839,1.0363,0.65396,0.82068,c45a8e9f7fbaccddb1f1ca519e29fef66b0e7446efa6c7104be796e719d0f8ce,30203,30203090612,30203090709,draw_mixed_complex_MAPPO_g3_ep3
audit__mixed_complex__MAPPO__g3__ep04,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,3,4,4,ON,0.1,1,4,0,N/A,0,0,578,1707,0.338605741066198,0.157389,0.814449,32.6093,36.5224,2.4544,0.698748,0.896965,c45a8e9f7fbaccddb1f1ca519e29fef66b0e7446efa6c7104be796e719d0f8ce,30204,30204090616,30204090713,draw_mixed_complex_MAPPO_g3_ep4
audit__mixed_complex__MAPPO__g3__ep05,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,3,5,4,ON,0.1,1,4,0,N/A,0,0,581,1795,0.323676880222841,0.158286,0.858555,33.4561,37.4709,2.362,0.671251,0.816295,c45a8e9f7fbaccddb1f1ca519e29fef66b0e7446efa6c7104be796e719d0f8ce,30205,30205090620,30205090717,draw_mixed_complex_MAPPO_g3_ep5
audit__mixed_complex__MAPPO__g3__ep06,safety_envelope_intervention_audit,mixed_complex,MAPPO,training_checkpoint,3,6,4,ON,0.1,1,4,0,N/A,0,0,566,1643,0.344491783323189,0.157158,0.865459,33.0198,36.9822,1.5591,0.67976,0.876538,c45a8e9f7fbaccddb1f1ca519e29fef66b0e7446efa6c7104be796e719d0f8ce,30206,30206090624,30206090721,draw_mixed_complex_MAPPO_g3_ep6
