record_id,protocol_id,scenario,method,training_seed,evaluation_episode_index,robot_count,policy_checkpoint_reused_from_main,safety_envelope,A_star_guide,ORCA_style_prior,velocity_slew_limits,pedestrian_limiter,lidar_safety_filter,robot_robot_shield,control_step_s,successful_robots,fully_successful_episode,collision_episode,rr_collision_count,rp_collision_count,obstacle_collision_count,timeout_failure_count,deadlock_failure_count,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,min_rr_center_distance_m,min_rp_center_distance_m,pre_filter_min_pred_rr_distance_m,pre_filter_min_pred_rp_distance_m,checkpoint_sha256
safetyoff__static_clutter__MADDPG-style__seed4__ep01,safety_off_evaluation,static_clutter,MADDPG-style,4,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,1,0,0,N/A,33.02,36.57,1.173,18.16,N/A (episode terminated early),N/A (early termination),0.6829,0.6234,N/A,0.4987,N/A,3de4efe35506de3c921c6d0844c76d3ec51075f53bc30cc62b81b95825d499dd
safetyoff__static_clutter__MADDPG-style__seed4__ep02,safety_off_evaluation,static_clutter,MADDPG-style,4,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,1,N/A,34.49,38.4,0.903,17.58,N/A (episode terminated early),N/A (early termination),0.7029,0.4385,N/A,0.3508,N/A,3de4efe35506de3c921c6d0844c76d3ec51075f53bc30cc62b81b95825d499dd
safetyoff__static_clutter__MADDPG-style__seed4__ep03,safety_off_evaluation,static_clutter,MADDPG-style,4,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,35.26,40.09,2.777,18.15,21.1127,0.8597,0.7608,0.6204,N/A,0.4963,N/A,3de4efe35506de3c921c6d0844c76d3ec51075f53bc30cc62b81b95825d499dd
safetyoff__static_clutter__MADDPG-style__seed4__ep04,safety_off_evaluation,static_clutter,MADDPG-style,4,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,1,0,0,0,0,1,N/A,39.28,43.74,2.882,18.16,N/A (episode terminated early),N/A (early termination),0.7464,0.2844,N/A,0.2275,N/A,3de4efe35506de3c921c6d0844c76d3ec51075f53bc30cc62b81b95825d499dd
safetyoff__static_clutter__MADDPG-style__seed4__ep05,safety_off_evaluation,static_clutter,MADDPG-style,4,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,1,0,0,0,0,1,N/A,38.6,42.97,0.948,17.68,N/A (episode terminated early),N/A (early termination),0.7252,0.3501,N/A,0.2801,N/A,3de4efe35506de3c921c6d0844c76d3ec51075f53bc30cc62b81b95825d499dd
safetyoff__static_clutter__MADDPG-style__seed4__ep06,safety_off_evaluation,static_clutter,MADDPG-style,4,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,37.78,42.56,2.773,18.4,21.3002,0.8638,0.709,0.593,N/A,0.4744,N/A,3de4efe35506de3c921c6d0844c76d3ec51075f53bc30cc62b81b95825d499dd
safetyoff__static_clutter__MADDPG-style__seed4__ep07,safety_off_evaluation,static_clutter,MADDPG-style,4,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,35.84,39.02,2.426,17.54,21.1752,0.8283,0.7418,0.538,N/A,0.4304,N/A,3de4efe35506de3c921c6d0844c76d3ec51075f53bc30cc62b81b95825d499dd
safetyoff__static_clutter__MADDPG-style__seed4__ep08,safety_off_evaluation,static_clutter,MADDPG-style,4,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,39.77,43.68,1.289,17.44,21.3627,0.8164,0.6751,0.7178,N/A,0.5742,N/A,3de4efe35506de3c921c6d0844c76d3ec51075f53bc30cc62b81b95825d499dd
safetyoff__static_clutter__MADDPG-style__seed4__ep09,safety_off_evaluation,static_clutter,MADDPG-style,4,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,39.59,43.64,1.874,17.9,21.3627,0.8379,0.6855,0.7204,N/A,0.5763,N/A,3de4efe35506de3c921c6d0844c76d3ec51075f53bc30cc62b81b95825d499dd
safetyoff__static_clutter__MADDPG-style__seed5__ep00,safety_off_evaluation,static_clutter,MADDPG-style,5,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,0,1,0,0,1,N/A,38.54,42.97,1.195,18.43,N/A (episode terminated early),N/A (early termination),0.702,0.3546,N/A,0.2837,N/A,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6
safetyoff__static_clutter__MADDPG-style__seed5__ep01,safety_off_evaluation,static_clutter,MADDPG-style,5,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,38.22,42.32,1.062,17.38,21.1752,0.8208,0.6896,0.3733,N/A,0.2986,N/A,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6
safetyoff__static_clutter__MADDPG-style__seed5__ep02,safety_off_evaluation,static_clutter,MADDPG-style,5,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,37,41.29,1.003,17.72,21.1752,0.8368,0.6905,0.6469,N/A,0.5175,N/A,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6
safetyoff__static_clutter__MADDPG-style__seed5__ep03,safety_off_evaluation,static_clutter,MADDPG-style,5,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,37.06,41.37,2.15,18.21,21.3002,0.8549,0.6962,0.567,N/A,0.4536,N/A,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6
safetyoff__static_clutter__MADDPG-style__seed5__ep04,safety_off_evaluation,static_clutter,MADDPG-style,5,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,1,0,0,0,0,1,N/A,36.31,40.98,1.977,18.32,N/A (episode terminated early),N/A (early termination),0.7406,0.2621,N/A,0.2097,N/A,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6
safetyoff__static_clutter__MADDPG-style__seed5__ep05,safety_off_evaluation,static_clutter,MADDPG-style,5,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,1,0,0,0,0,1,N/A,33.84,38.6,2.749,17.49,N/A (episode terminated early),N/A (early termination),0.6865,0.306,N/A,0.2448,N/A,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6
safetyoff__static_clutter__MADDPG-style__seed5__ep06,safety_off_evaluation,static_clutter,MADDPG-style,5,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,34.72,39.81,0.714,18.16,21.3002,0.8526,0.6742,0.5286,N/A,0.4229,N/A,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6
safetyoff__static_clutter__MADDPG-style__seed5__ep07,safety_off_evaluation,static_clutter,MADDPG-style,5,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,33.2,36.66,2.205,17.84,21.1127,0.845,0.7442,0.7382,N/A,0.5906,N/A,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6
safetyoff__static_clutter__MADDPG-style__seed5__ep08,safety_off_evaluation,static_clutter,MADDPG-style,5,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,1,0,0,0,0,1,N/A,40,43.69,1.183,17.06,N/A (episode terminated early),N/A (early termination),0.7533,0.3296,N/A,0.2637,N/A,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6
safetyoff__static_clutter__MADDPG-style__seed5__ep09,safety_off_evaluation,static_clutter,MADDPG-style,5,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,1,N/A,35.2,40.46,2.716,18.42,N/A (episode terminated early),N/A (early termination),0.6947,0.3965,N/A,0.3172,N/A,b18fa14f7a04693e3e892422a03c1606401a1b19bc238230d073cfdb317f53c6
safetyoff__static_clutter__MADDPG-style__seed6__ep00,safety_off_evaluation,static_clutter,MADDPG-style,6,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,0,1,0,0,1,N/A,33.6,37.5,2.686,17.99,N/A (episode terminated early),N/A (early termination),0.7112,0.2799,N/A,0.2239,N/A,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819
safetyoff__static_clutter__MADDPG-style__seed6__ep01,safety_off_evaluation,static_clutter,MADDPG-style,6,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,36.7,39.64,0.764,17.23,21.1127,0.8161,0.7588,0.7174,N/A,0.5739,N/A,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819
safetyoff__static_clutter__MADDPG-style__seed6__ep02,safety_off_evaluation,static_clutter,MADDPG-style,6,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,36.79,40.9,2.465,17.16,21.2377,0.808,0.7174,0.547,N/A,0.4376,N/A,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819
safetyoff__static_clutter__MADDPG-style__seed6__ep03,safety_off_evaluation,static_clutter,MADDPG-style,6,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,33.75,38.07,1.058,18.19,21.3002,0.854,0.6999,0.5767,N/A,0.4614,N/A,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819
safetyoff__static_clutter__MADDPG-style__seed6__ep04,safety_off_evaluation,static_clutter,MADDPG-style,6,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,1,N/A,34.04,38.21,2.704,17.82,N/A (episode terminated early),N/A (early termination),0.7685,0.4116,N/A,0.3293,N/A,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819
safetyoff__static_clutter__MADDPG-style__seed6__ep05,safety_off_evaluation,static_clutter,MADDPG-style,6,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,38.63,43.51,2.246,18.33,21.2377,0.8631,0.6814,0.3835,N/A,0.3068,N/A,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819
safetyoff__static_clutter__MADDPG-style__seed6__ep06,safety_off_evaluation,static_clutter,MADDPG-style,6,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,39.85,43.68,1.272,17.37,21.1752,0.8203,0.7484,0.4863,N/A,0.389,N/A,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819
safetyoff__static_clutter__MADDPG-style__seed6__ep07,safety_off_evaluation,static_clutter,MADDPG-style,6,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,39.66,43.72,2.944,18.08,21.3002,0.8488,0.7668,0.665,N/A,0.532,N/A,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819
safetyoff__static_clutter__MADDPG-style__seed6__ep08,safety_off_evaluation,static_clutter,MADDPG-style,6,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,34.01,38.14,2.435,17.55,21.3002,0.8239,0.6834,0.6618,N/A,0.5294,N/A,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819
safetyoff__static_clutter__MADDPG-style__seed6__ep09,safety_off_evaluation,static_clutter,MADDPG-style,6,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,1,0,0,N/A,40.09,45.74,1.433,18.41,N/A (episode terminated early),N/A (early termination),0.7201,0.5761,N/A,0.4609,N/A,610379e1059e7fb271a6fd193f910ee4a566658aefff59646b2b377b9d608819
safetyoff__static_clutter__MADDPG-style__seed7__ep00,safety_off_evaluation,static_clutter,MADDPG-style,7,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,0,1,0,0,1,N/A,36.73,40.57,0.895,18.19,N/A (episode terminated early),N/A (early termination),0.7132,0.3582,N/A,0.2866,N/A,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79
safetyoff__static_clutter__MADDPG-style__seed7__ep01,safety_off_evaluation,static_clutter,MADDPG-style,7,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,38.57,43.87,1.015,18.35,21.1127,0.8691,0.7601,0.6687,N/A,0.535,N/A,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79
safetyoff__static_clutter__MADDPG-style__seed7__ep02,safety_off_evaluation,static_clutter,MADDPG-style,7,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,33.88,36.74,2.59,17.9,21.1752,0.8453,0.7224,0.7257,N/A,0.5806,N/A,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79
safetyoff__static_clutter__MADDPG-style__seed7__ep03,safety_off_evaluation,static_clutter,MADDPG-style,7,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,35.85,38.92,1.622,17.54,21.2377,0.8259,0.6934,0.7323,N/A,0.5858,N/A,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79
safetyoff__static_clutter__MADDPG-style__seed7__ep04,safety_off_evaluation,static_clutter,MADDPG-style,7,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,37.23,42.47,1.975,18.14,21.3627,0.8491,0.7307,0.727,N/A,0.5816,N/A,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79
safetyoff__static_clutter__MADDPG-style__seed7__ep05,safety_off_evaluation,static_clutter,MADDPG-style,7,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,0,1,0,0,1,N/A,37,41.8,2.265,18.42,N/A (episode terminated early),N/A (early termination),0.7288,0.296,N/A,0.2368,N/A,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79
safetyoff__static_clutter__MADDPG-style__seed7__ep06,safety_off_evaluation,static_clutter,MADDPG-style,7,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,36.75,40.78,1.414,17.42,21.3002,0.8178,0.7001,0.6811,N/A,0.5449,N/A,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79
safetyoff__static_clutter__MADDPG-style__seed7__ep07,safety_off_evaluation,static_clutter,MADDPG-style,7,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,0,1,0,0,1,N/A,39.55,43.58,1.61,18.02,N/A (episode terminated early),N/A (early termination),0.724,0.3176,N/A,0.2541,N/A,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79
safetyoff__static_clutter__MADDPG-style__seed7__ep08,safety_off_evaluation,static_clutter,MADDPG-style,7,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,36.06,39.42,2.525,17.01,21.0502,0.8081,0.6734,0.7436,N/A,0.5949,N/A,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79
safetyoff__static_clutter__MADDPG-style__seed7__ep09,safety_off_evaluation,static_clutter,MADDPG-style,7,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,40.77,44.17,2.393,17.74,21.2377,0.8353,0.678,0.4763,N/A,0.381,N/A,c738af6d3e69b215243d37883e031bfe13257a76895d86e02874959facc4aa79
safetyoff__dynamic_pedestrians__MADDPG-style__seed0__ep00,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,0,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,33.75,38.66,1.778,18.27,12.8192,1.4252,0.7262,0.546,0.6547,0.4368,0.5238,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4
safetyoff__dynamic_pedestrians__MADDPG-style__seed0__ep01,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,0,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,0,1,1,0,0,1,1,31.06,35.15,2.206,18.14,N/A (episode terminated early),N/A (early termination),0.7534,0.3836,0.4576,0.3069,0.3661,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4
safetyoff__dynamic_pedestrians__MADDPG-style__seed0__ep02,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,0,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,37.29,42.63,1.426,17.97,12.8112,1.4027,0.7457,0.7377,0.6077,0.5902,0.4862,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4
safetyoff__dynamic_pedestrians__MADDPG-style__seed0__ep03,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,0,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,35.76,39.94,2.342,18.14,12.8058,1.4165,0.7327,0.6513,0.7264,0.521,0.5811,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4
safetyoff__dynamic_pedestrians__MADDPG-style__seed0__ep04,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,0,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,32.84,36.16,2.937,17.98,12.825,1.4019,0.6858,0.5363,0.8203,0.429,0.6562,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4
safetyoff__dynamic_pedestrians__MADDPG-style__seed0__ep05,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,0,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,0,1,1,0,0,1,1,36.25,41.38,2.656,18,N/A (episode terminated early),N/A (early termination),0.6939,0.3804,0.5264,0.3043,0.4211,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4
safetyoff__dynamic_pedestrians__MADDPG-style__seed0__ep06,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,0,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,30.96,33.6,1.026,17.21,12.7812,1.3465,0.7424,0.4663,0.5539,0.373,0.4431,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4
safetyoff__dynamic_pedestrians__MADDPG-style__seed0__ep07,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,0,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,30.58,33.96,2.3,17.74,12.804,1.3855,0.7057,0.5421,0.8313,0.4337,0.665,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4
safetyoff__dynamic_pedestrians__MADDPG-style__seed0__ep08,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,0,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,1,0,1,1,1,1,0,0,1,1,34.05,37.98,0.888,17.83,N/A (episode terminated early),N/A (early termination),0.6865,0.3598,0.4372,0.2878,0.3498,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4
safetyoff__dynamic_pedestrians__MADDPG-style__seed0__ep09,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,0,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,33.49,37.91,2.876,17.67,12.8135,1.379,0.7059,0.6523,0.7994,0.5218,0.6395,22ba23afb82dd8ade0b6717a95e954dfced88a7275649ffa84ea24636e9fc8e4
safetyoff__dynamic_pedestrians__MADDPG-style__seed1__ep00,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,1,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,37.19,42.13,1.555,18.25,12.8146,1.4242,0.7043,0.4672,0.6657,0.3738,0.5326,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938
safetyoff__dynamic_pedestrians__MADDPG-style__seed1__ep01,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,1,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,1,0,1,1,1,1,0,0,1,1,35.01,39.06,2.327,18.32,N/A (episode terminated early),N/A (early termination),0.724,0.294,0.4009,0.2352,0.3207,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938
safetyoff__dynamic_pedestrians__MADDPG-style__seed1__ep02,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,1,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,34.15,38.52,0.774,17.53,12.802,1.3693,0.693,0.5143,0.697,0.4114,0.5576,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938
safetyoff__dynamic_pedestrians__MADDPG-style__seed1__ep03,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,1,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,31.45,33.98,1.845,18.27,12.8151,1.4257,0.7444,0.4771,0.6952,0.3817,0.5562,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938
safetyoff__dynamic_pedestrians__MADDPG-style__seed1__ep04,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,1,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,1,0,0,0,1,1,35.2,39.52,2.141,17.68,N/A (episode terminated early),N/A (early termination),0.6963,0.3168,0.4342,0.2534,0.3474,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938
safetyoff__dynamic_pedestrians__MADDPG-style__seed1__ep05,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,1,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,37.66,40.9,2.15,17.09,12.817,1.3334,0.6959,0.6837,0.7375,0.547,0.59,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938
safetyoff__dynamic_pedestrians__MADDPG-style__seed1__ep06,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,1,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,36.28,39.85,1.973,17.73,12.8254,1.3824,0.7064,0.6461,0.7464,0.5169,0.5971,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938
safetyoff__dynamic_pedestrians__MADDPG-style__seed1__ep07,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,1,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,30.66,33.72,1.6,17.53,12.8021,1.3693,0.7573,0.4574,0.6816,0.3659,0.5453,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938
safetyoff__dynamic_pedestrians__MADDPG-style__seed1__ep08,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,1,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,0,1,1,0,0,1,1,36.02,41.21,2.572,17.1,N/A (episode terminated early),N/A (early termination),0.7179,0.4138,0.4972,0.331,0.3978,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938
safetyoff__dynamic_pedestrians__MADDPG-style__seed1__ep09,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,1,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,36.49,40.67,2.386,17.27,12.8057,1.3486,0.7102,0.7221,0.6797,0.5777,0.5438,24ef00c2101fb55789b2c53c0d8fdb6699713f040a0d78b211b9ee757a25c938
safetyoff__dynamic_pedestrians__MADDPG-style__seed2__ep00,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,2,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,1,0,0,0,1,1,30.59,33.53,1.508,17.91,N/A (episode terminated early),N/A (early termination),0.7162,0.3904,0.4179,0.3123,0.3343,656b5a2950388f1e8c3ac5af14a6ff77d248c8267b7e5c4bc8dfbe0218789a38
safetyoff__dynamic_pedestrians__MADDPG-style__seed2__ep01,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,2,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,35.16,39.06,1.253,18.41,12.8226,1.4357,0.7624,0.7296,0.5938,0.5837,0.475,656b5a2950388f1e8c3ac5af14a6ff77d248c8267b7e5c4bc8dfbe0218789a38
safetyoff__dynamic_pedestrians__MADDPG-style__seed2__ep02,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,2,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,32.45,35.71,2.796,18.08,12.7793,1.4148,0.7027,0.5135,0.6075,0.4108,0.486,656b5a2950388f1e8c3ac5af14a6ff77d248c8267b7e5c4bc8dfbe0218789a38
safetyoff__dynamic_pedestrians__MADDPG-style__seed2__ep03,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,2,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,33.29,36.15,1.585,18.45,12.8008,1.4413,0.6916,0.5736,0.563,0.4589,0.4504,656b5a2950388f1e8c3ac5af14a6ff77d248c8267b7e5c4bc8dfbe0218789a38
safetyoff__dynamic_pedestrians__MADDPG-style__seed2__ep04,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,2,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,1,0,0,0,1,1,36.56,41.61,1.08,17.13,N/A (episode terminated early),N/A (early termination),0.6929,0.4425,0.3609,0.354,0.2887,656b5a2950388f1e8c3ac5af14a6ff77d248c8267b7e5c4bc8dfbe0218789a38
safetyoff__dynamic_pedestrians__MADDPG-style__seed2__ep05,safety_off_evaluation,dynamic_pedestrians,MADDPG-style,2,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,1,0,1,1,1,1,0,0,1,1,34.38,37.92,2.004,17.68,N/A (episode terminated early),N/A (early termination),0.6841,0.296,0.4815,0.2368,0.3852,656b5a2950388f1e8c3ac5af14a6ff77d248c8267b7e5c4bc8dfbe0218789a38
