diagnostic_id,scenario,method,step_index,t_s,pair_i,pair_j,relative_distance_m,relative_speed_m_s,tau_CPA_s,d_CPA_m,edge_active,gate_value_i,gate_value_j,raw_residual_i,gated_residual_i,raw_residual_j,gated_residual_j,expected_interpretation
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,243,24.3,robot_1,robot_2,1.7335,0.4952,1.71,1.6155,0,0,0,0.1853,0,0.0681,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,244,24.4,robot_1,robot_2,1.7107,0.5169,1.833,1.608,0,0,0,0.0957,0,-0.0835,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,245,24.5,robot_1,robot_2,1.7382,0.5242,1.578,1.634,0,0,0,0.0383,0,0.0962,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,246,24.6,robot_1,robot_2,1.6469,0.5164,1.874,1.5465,0,0,0,0.0471,0,-0.0673,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,247,24.7,robot_1,robot_2,1.6545,0.4534,1.757,1.4948,0,0,0,0.0958,0,-0.0008,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,248,24.8,robot_1,robot_2,1.6041,0.5089,1.712,1.4887,0,0,0,-0.125,0,0.1948,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,249,24.9,robot_1,robot_2,1.6102,0.4502,1.544,1.4954,0,0,0,-0.1831,0,0.1089,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,250,25,robot_1,robot_2,1.6031,0.5129,1.493,1.434,0,0,0,-0.0444,0,0.1592,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,251,25.1,robot_1,robot_2,1.6463,0.4608,1.415,1.5153,0,0,0,0.0119,0,0.0774,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,252,25.2,robot_1,robot_2,1.5521,0.4591,1.599,1.4375,0,0,0,-0.1757,0,0.1357,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,253,25.3,robot_1,robot_2,1.6142,0.5549,1.335,1.4832,0,0,0,-0.0589,0,-0.0935,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,254,25.4,robot_1,robot_2,1.6076,0.5073,1.357,1.4146,0,0,0,-0.0044,0,-0.1559,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,255,25.5,robot_1,robot_2,1.4649,0.4828,1.591,1.286,0,0,0,0.0752,0,0.0676,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,256,25.6,robot_1,robot_2,1.4869,0.4819,1.313,1.3232,0,0,0,-0.1805,0,-0.0018,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,257,25.7,robot_1,robot_2,1.4747,0.5449,1.289,1.3579,0,0,0,0.1435,0,0.059,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,258,25.8,robot_1,robot_2,1.432,0.576,1.365,1.3226,0,0,0,0.1276,0,0.1365,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,259,25.9,robot_1,robot_2,1.3657,0.4902,1.415,1.2147,0,0,0,-0.194,0,-0.03,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,260,26,robot_1,robot_2,1.5159,0.4921,1.438,1.3562,0,0,0,-0.1372,0,-0.0832,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,261,26.1,robot_1,robot_2,1.369,0.5448,1.309,1.2401,0,0,0,-0.1203,0,-0.1207,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,262,26.2,robot_1,robot_2,1.4063,0.5157,1.236,1.3015,0,0,0,-0.0695,0,-0.103,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,263,26.3,robot_1,robot_2,1.3396,0.5257,1.338,1.1716,0,0,0,-0.0096,0,0.1938,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,264,26.4,robot_1,robot_2,1.2597,0.5346,1.274,1.1408,0,0,0,-0.1571,0,-0.0067,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,265,26.5,robot_1,robot_2,1.351,0.5804,1.284,1.2068,0,0,0,0.1124,0,0.1617,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,266,26.6,robot_1,robot_2,1.3616,0.5204,1.244,1.2031,0,0,0,0.0598,0,-0.1539,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,267,26.7,robot_1,robot_2,1.2244,0.5259,0.969,1.0953,0,0,0,0.0444,0,0.1878,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,268,26.8,robot_1,robot_2,1.3303,0.546,1.267,1.2004,0,0,0,0.0418,0,0.1866,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,269,26.9,robot_1,robot_2,1.3405,0.5462,0.902,1.179,0,0,0,0.0224,0,-0.1629,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,270,27,robot_1,robot_2,1.203,0.5729,1.055,1.0178,0,0,0,-0.0285,0,0.0599,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,271,27.1,robot_1,robot_2,1.3132,0.5944,0.833,1.1157,0,0,0,0.0268,0,0.0306,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,272,27.2,robot_1,robot_2,1.1203,0.617,1.141,1.0053,0,0,0,0.1551,0,-0.0859,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,273,27.3,robot_1,robot_2,1.1848,0.5842,0.927,1.0034,0,0,0,-0.1493,0,0.1264,0,无预测冲突，gate关闭
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,274,27.4,robot_1,robot_2,1.0886,0.5661,0.785,0.9569,1,0.6076,0.6076,0.195,0.1185,0.1081,0.0657,预测到冲突，gate开启传递残差
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,275,27.5,robot_1,robot_2,1.2226,0.6149,0.987,1.0752,0,0,0,0.0869,0,-0.126,0,无预测冲突，gate关闭
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,276,27.6,robot_1,robot_2,1.0385,0.6518,0.684,0.9012,1,0.641,0.641,-0.1128,-0.0723,0.1553,0.0995,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,277,27.7,robot_1,robot_2,1.0348,0.6466,0.966,0.8892,1,0.6434,0.6434,0.1388,0.0893,-0.039,-0.0251,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,278,27.8,robot_1,robot_2,1.1347,0.6106,0.682,0.972,1,0.5769,0.5769,-0.0375,-0.0216,0.1269,0.0732,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,279,27.9,robot_1,robot_2,1.0115,0.5964,0.849,0.8596,1,0.659,0.659,-0.1831,-0.1206,-0.0335,-0.0221,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,280,28,robot_1,robot_2,1.1251,0.6338,0.812,0.9723,1,0.5833,0.5833,-0.1153,-0.0673,-0.0919,-0.0536,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,281,28.1,robot_1,robot_2,1.0256,0.6421,0.931,0.8769,1,0.6496,0.6496,-0.1201,-0.078,0.1618,0.1051,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,282,28.2,robot_1,robot_2,1.0796,0.6597,0.544,0.9427,1,0.6136,0.6136,-0.1225,-0.0752,0.0032,0.002,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,283,28.3,robot_1,robot_2,0.951,0.6668,0.641,0.7857,1,0.6993,0.6993,-0.153,-0.107,-0.0104,-0.0073,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,284,28.4,robot_1,robot_2,0.9127,0.6746,0.458,0.7173,1,0.7249,0.7249,-0.1467,-0.1063,-0.1257,-0.0911,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,285,28.5,robot_1,robot_2,0.8916,0.6259,0.465,0.746,1,0.739,0.739,-0.0594,-0.0439,-0.1863,-0.1377,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,286,28.6,robot_1,robot_2,1.0011,0.6745,0.721,0.8218,1,0.666,0.666,0.0374,0.0249,0.0177,0.0118,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,287,28.7,robot_1,robot_2,1.0253,0.6628,0.387,0.84,1,0.6498,0.6498,-0.0845,-0.0549,-0.1881,-0.1222,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,288,28.8,robot_1,robot_2,0.8757,0.624,0.4,0.746,1,0.7495,0.7495,-0.0037,-0.0027,-0.1497,-0.1122,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,289,28.9,robot_1,robot_2,0.9969,0.6924,0.682,0.8737,1,0.6687,0.6687,0.108,0.0722,0.1729,0.1156,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,290,29,robot_1,robot_2,0.811,0.615,0.499,0.6202,1,0.7927,0.7927,-0.0693,-0.0549,-0.1685,-0.1336,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,291,29.1,robot_1,robot_2,0.8171,0.6453,0.395,0.6635,1,0.7886,0.7886,-0.1441,-0.1137,-0.0859,-0.0678,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,292,29.2,robot_1,robot_2,0.9179,0.6467,0.281,0.7407,1,0.7214,0.7214,-0.0708,-0.0511,0.0257,0.0186,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,293,29.3,robot_1,robot_2,0.7541,0.6917,0.574,0.5994,1,0.8306,0.8306,-0.127,-0.1055,-0.0436,-0.0362,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,294,29.4,robot_1,robot_2,0.7902,0.6593,0.277,0.6025,1,0.8065,0.8065,-0.0346,-0.0279,-0.1573,-0.1269,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,295,29.5,robot_1,robot_2,0.78,0.7239,0.476,0.6698,1,0.8134,0.8134,0.1365,0.111,0.0843,0.0685,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,296,29.6,robot_1,robot_2,0.855,0.7061,0.393,0.7081,1,0.7633,0.7633,-0.1985,-0.1515,-0.0908,-0.0693,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,297,29.7,robot_1,robot_2,0.7783,0.7,0.239,0.6156,1,0.8145,0.8145,-0.1731,-0.141,-0.1077,-0.0877,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,298,29.8,robot_1,robot_2,0.6578,0.6981,0.1,0.4712,1,0.8948,0.8948,0.1221,0.1093,0.0627,0.0561,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,299,29.9,robot_1,robot_2,0.6903,0.6698,0.406,0.492,1,0.8731,0.8731,0.1247,0.1089,0.0117,0.0102,预测到冲突，gate开启传递残差
